CustomerID,Latitude,Longitude,Gender,Senior Citizen,Partner,Dependents,Tenure Months,Phone Service,Multiple Lines,Internet Service,Online Security,Online Backup,Device Protection,Tech Support,Streaming TV,Streaming Movies,Contract,Paperless Billing,Payment Method,Monthly Charges,Total Charges,Churn Value,CLTV
4088-YLDSU,37.410567,-122.297152,1,0,1,0,55,1,2,1,0,0,2,2,2,2,1,1,2,104.15,5743.05,1,4369
2034-CGRHZ,37.791222,-122.402241,1,1,0,0,24,1,2,1,0,2,2,0,2,2,0,1,1,102.95,2496.7,1,5245
5797-APWZC,37.789168,-122.395009,0,0,0,0,1,1,0,1,0,0,0,0,2,2,0,0,2,90.6,90.6,1,2540
3683-QKIUE,37.768881,-122.395521,0,0,0,0,6,1,0,0,0,0,0,2,0,0,0,1,0,50.8,288.05,1,4713
4228-ZGYUW,37.791998,-122.408653,1,0,0,0,4,1,2,1,0,2,0,0,0,2,0,1,2,90.05,368.1,1,3212
3519-ZKXGG,37.800254,-122.436975,0,0,1,0,3,1,2,1,0,0,0,0,0,0,0,1,2,75.85,256.6,1,4062
6416-TVAIH,37.736535,-122.45732,1,0,1,0,1,1,0,1,0,0,0,0,0,0,0,1,2,68.5,68.5,1,5753
5108-ADXWO,37.820894,-122.369725,1,0,0,0,11,1,0,1,2,0,0,0,0,0,0,1,2,73.5,791.75,1,4509
3066-RRJIO,37.722302,-122.491129,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,1,3,69.95,69.95,1,5341
6715-OFDBP,37.386978,-122.177746,1,0,0,0,5,1,0,0,0,0,2,0,2,2,0,1,2,70.05,346.4,1,4944
1567-DSCIC,37.590421,-122.306467,1,0,0,0,8,1,2,1,0,2,2,0,2,0,0,1,2,94.0,773.65,1,2632
2150-UWTFY,37.556634,-122.317723,0,0,1,1,22,1,0,0,2,2,2,0,0,0,0,0,3,61.15,1422.05,1,4626
2683-BPJSO,37.83323,-121.601461,1,0,1,0,29,1,2,1,2,2,0,0,0,0,0,1,2,84.45,2467.1,1,2651
2157-MXBJS,38.629618,-122.593216,1,0,1,0,13,1,2,0,0,0,2,0,2,2,1,1,3,75.3,989.45,1,4800
9360-AHGNL,37.990118,-122.012188,0,1,1,0,43,1,2,1,2,0,2,2,2,2,1,1,3,109.55,4830.25,1,5863
1087-UDSIH,38.013825,-122.039144,0,0,0,0,3,1,0,2,1,1,1,1,1,1,0,1,3,19.6,59.75,1,5000
5485-WUYWF,38.049292,-122.228415,1,1,0,0,2,1,0,0,2,0,2,0,2,0,0,0,0,66.4,94.55,1,4522
2632-UCGVD,38.287136,-122.02711,1,1,1,0,66,1,2,1,0,0,0,2,2,2,0,1,1,100.05,6871.9,1,4512
5445-PZWGX,38.265899,-121.939461,1,0,0,0,62,1,2,1,2,2,0,2,0,2,1,0,2,102.0,6529.25,1,5090
9170-CCKOU,37.516791,-121.899117,1,0,1,0,17,1,2,1,2,2,2,0,0,0,0,0,1,90.2,1454.15,1,2026
1043-YCUTE,37.639215,-122.037554,1,0,1,0,56,1,2,2,1,1,1,1,1,1,2,1,1,25.15,1327.15,1,6484
3814-MLAXC,37.62984,-122.120843,0,0,0,0,31,1,2,1,0,0,0,2,0,0,0,1,1,79.85,2404.15,1,2554
1226-UDFZR,37.907777,-122.127161,0,0,0,0,2,1,0,0,0,2,0,0,0,0,0,1,3,49.6,114.7,1,3599
6425-YQLLO,37.996462,-122.293716,0,1,1,0,66,1,2,1,0,0,2,2,2,2,1,1,1,105.95,6975.25,1,6117
5442-UTCVD,38.006047,-121.916834,1,0,0,0,3,1,2,1,0,0,2,0,0,2,0,0,2,91.85,257.05,1,2704
7734-DBOAI,38.672708,-122.403219,0,0,1,1,1,0,1,0,0,0,0,2,2,0,0,0,2,40.1,40.1,1,5434
2091-RFFBA,38.035707,-122.196821,0,1,0,0,31,1,2,1,0,0,0,0,0,0,0,1,2,73.9,2217.15,1,2560
2114-MGINA,38.148862,-121.737696,0,0,0,0,14,1,0,1,0,0,0,0,2,2,0,1,3,89.8,1129.1,1,4107
4489-SNOJF,38.554383,-122.474773,0,0,1,1,35,1,2,0,2,0,2,2,2,0,0,0,2,72.25,2568.55,1,5898
6899-PPEEA,38.104705,-122.247387,0,1,0,0,37,1,2,1,0,0,0,0,2,2,0,1,2,96.55,3580.3,1,4448
2187-LZGPL,37.900662,-122.052782,0,0,0,0,7,0,1,0,0,2,0,0,0,2,0,1,1,40.1,293.3,1,4414
4597-NUCQV,37.776523,-122.219268,1,1,0,0,24,1,2,1,0,2,0,0,2,2,0,1,2,101.25,2440.15,1,4287
9019-QVLZD,37.803883,-122.208417,0,0,0,0,1,1,0,1,0,0,0,0,2,0,0,0,2,79.55,79.55,1,5082
3707-LRWZD,37.828416,-122.216005,0,0,0,0,32,1,2,1,0,0,0,0,2,0,1,0,2,84.05,2781.85,1,3553
1455-ESIQH,37.787186,-122.14633,1,0,0,0,1,1,0,1,0,0,0,0,2,2,0,1,2,89.1,89.1,1,2905
2979-SXESE,37.863843,-122.275684,0,0,1,0,17,1,2,1,2,0,2,0,2,0,0,0,2,94.4,1607.2,1,4103
4013-TLDHQ,37.871416,-122.246597,1,0,0,0,19,1,0,1,0,2,2,0,0,0,0,1,2,78.25,1490.95,1,3666
3754-DXMRT,37.980269,-122.342635,1,1,0,0,2,1,0,0,0,0,0,0,0,0,0,1,2,44.15,92.65,1,5655
7130-VTEWQ,38.018065,-122.546024,0,1,0,0,8,1,2,1,0,0,0,0,0,0,0,1,2,75.75,606.25,1,4174
6121-VZNQB,37.943087,-122.72379,0,0,0,0,1,1,0,2,1,1,1,1,1,1,0,1,3,19.1,19.1,1,5890
7903-CMPEY,37.924014,-122.511694,1,1,1,0,1,1,2,1,2,0,0,0,0,0,0,1,2,80.3,80.3,1,4138
6996-KNSML,38.326215,-122.718742,0,0,0,0,1,1,0,1,0,0,2,0,0,0,0,1,2,74.9,74.9,1,5919
1704-NRWYE,38.060264,-122.830646,0,1,0,0,9,1,0,1,0,0,0,0,2,0,0,1,2,80.85,751.65,1,5242
2592-SEIFQ,37.99272,-122.575026,1,0,0,0,3,0,1,0,0,0,0,0,0,0,0,0,2,24.75,66.95,1,3503
7481-ATQQS,37.171727,-122.142961,0,1,0,0,49,1,2,1,0,0,2,0,0,2,0,1,1,90.85,4515.85,1,5651
8642-GVWRF,36.977025,-121.952864,0,0,1,0,2,1,0,1,0,2,2,0,0,0,0,0,0,79.7,165.0,1,3039
3400-ESFUW,37.306612,-122.080621,1,0,1,0,55,1,0,0,2,2,0,2,0,0,2,0,0,57.55,3046.4,1,5463
2057-ZBLPD,37.233034,-121.947427,0,0,1,0,21,1,2,1,0,0,0,0,0,2,0,1,2,86.5,1808.7,1,2036
5502-RLUYV,37.441931,-121.878502,0,0,1,0,69,1,2,1,0,2,2,0,2,2,0,1,2,103.95,7446.9,1,4283
0023-HGHWL,37.161544,-121.649371,1,1,0,0,1,0,1,0,0,0,0,0,0,0,0,1,2,25.1,25.1,1,5437
9039-RBEEE,37.351214,-121.952417,1,0,0,0,39,0,1,0,2,2,0,2,2,0,0,1,1,48.95,1880.85,1,3080
8417-FMLZI,36.993451,-122.098858,1,0,1,0,6,1,0,1,0,2,0,0,0,2,0,1,1,83.55,477.55,1,4242
1792-UXAFY,37.34667,-121.910019,0,1,0,0,17,1,0,1,0,2,2,0,2,0,0,1,2,89.15,1496.9,1,5082
0515-YPMCW,37.350284,-121.852855,1,0,0,0,1,1,0,1,0,0,0,0,0,0,0,1,3,70.45,70.45,1,3525
0378-XSZPU,37.311088,-121.961786,1,0,1,0,58,1,0,0,2,2,2,0,0,0,1,0,1,60.3,3563.8,1,4026
4729-XKASR,37.238758,-121.828375,1,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,2,24.75,24.75,1,3001
5449-FIBXJ,37.375156,-121.795867,1,0,1,0,19,1,2,1,0,0,2,2,2,2,0,0,2,103.3,2012.7,1,2349
9837-BMCLM,37.959706,-121.287669,1,0,0,0,3,1,0,1,0,0,0,0,2,0,0,1,2,78.5,242.05,1,3567
0137-UDEUO,37.974498,-121.319568,0,0,0,0,3,1,0,2,1,1,1,1,1,1,0,0,3,19.85,63.75,1,3398
6161-UUUTA,37.902422,-121.440029,1,1,0,0,3,1,0,1,0,0,0,0,2,0,0,1,2,79.9,260.9,1,4367
6543-XRMYR,38.044523,-121.348048,0,1,0,0,30,1,2,1,0,2,0,0,2,2,0,1,2,99.7,2967.35,1,3548
4925-LMHOK,38.049457,-121.21653,1,0,0,0,15,1,2,0,0,2,0,2,0,0,0,1,1,58.6,939.7,1,2003
1455-UGQVH,38.200231,-121.235034,1,0,1,0,10,1,2,1,0,0,2,0,2,2,0,1,2,98.5,1037.75,1,4501
8280-MQRQN,38.32153,-120.236358,0,0,0,0,1,1,0,0,0,0,2,0,0,0,0,1,3,50.45,50.45,1,2806
2037-SGXHH,38.233879,-120.861666,1,0,1,0,38,1,2,1,0,2,2,0,2,0,0,1,2,94.65,3624.3,1,3498
3178-FESZO,38.227285,-121.02789,0,0,0,0,1,1,2,1,0,2,0,0,2,2,0,1,1,100.25,100.25,1,5797
6087-MVHJH,37.873283,-121.292034,0,0,0,0,16,1,2,1,0,0,2,0,0,2,0,1,2,88.45,1422.1,1,5186
4603-JANFB,38.358464,-120.579304,1,0,0,0,1,1,0,1,0,0,0,0,0,0,0,1,2,69.85,69.85,1,4548
3018-TFTSU,38.184914,-120.364085,1,0,0,0,12,1,0,1,2,0,2,0,0,0,0,0,0,81.7,858.6,1,2850
4806-KEXQR,38.166791,-121.14207,1,0,0,0,4,1,0,1,0,0,0,0,0,2,0,1,2,79.9,324.3,1,4669
7083-YNSKY,38.128087,-121.4078,0,0,0,0,15,1,2,2,1,1,1,1,1,1,0,1,1,25.4,399.6,1,2853
2479-BRAMR,38.147852,-120.440124,1,1,1,0,41,1,2,1,2,0,2,0,0,0,0,1,0,83.75,3273.55,1,4995
7434-SHXLS,38.192608,-120.957842,0,0,0,0,1,1,0,2,1,1,1,1,1,1,0,0,3,20.9,20.9,1,5421
7908-QCBCA,37.321233,-120.656354,0,0,1,0,1,1,0,1,0,0,0,0,0,0,0,1,3,69.4,69.4,1,2404
6711-FLDFB,37.818589,-120.256995,0,0,0,0,7,1,2,1,0,0,0,0,0,0,0,1,2,74.9,541.15,1,5159
3714-JTVOV,37.435664,-121.049056,0,1,1,0,42,1,0,1,2,0,0,0,0,0,0,1,1,74.15,3229.4,1,2322
4702-IOQDC,37.147198,-121.120161,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,1,2,70.1,70.1,1,2007
6178-KFNHS,37.5923,-120.853288,0,0,0,0,12,1,2,1,2,0,0,0,0,0,0,1,2,78.3,909.25,1,3545
1264-BYWMS,37.666587,-120.411517,1,0,0,0,55,1,2,1,0,0,0,0,2,2,0,1,2,96.8,5283.95,1,4089
9658-WYUFB,37.80821,-121.308401,0,0,0,0,17,1,2,1,2,2,0,0,2,0,0,1,2,94.4,1617.5,1,2825
2013-SGDXK,37.526791,-119.99437,0,0,0,0,1,1,0,1,0,2,0,0,2,0,0,0,2,84.3,84.3,1,2172
8580-QVLOC,37.40122,-120.514191,0,1,1,0,72,1,2,0,2,2,2,2,2,2,2,0,1,92.45,6440.25,1,5697
2012-NWRPA,37.672906,-120.946594,0,1,1,0,11,1,2,1,0,0,2,0,2,2,0,1,2,99.55,1131.2,1,3172
8808-ELEHO,37.716186,-121.025836,1,1,0,0,8,1,2,1,0,0,2,0,0,0,0,1,2,81.25,585.95,1,3812
3506-LCJDC,37.612612,-121.108568,1,0,1,1,1,1,0,2,1,1,1,1,1,1,0,0,0,19.95,19.95,1,4860
3934-HXCFZ,38.224869,-119.755729,1,0,1,0,23,1,2,1,2,2,2,0,2,0,0,1,2,99.25,2186.4,1,5338
7666-WKRON,37.734971,-120.954271,0,0,0,0,39,1,0,1,0,0,2,2,0,0,2,1,2,80.45,3201.55,1,2224
4910-AQFFX,37.990574,-120.261821,1,0,1,0,9,1,2,1,0,0,2,0,0,0,0,1,0,79.35,661.25,1,4533
2154-KVJFF,37.316807,-120.855753,0,0,0,0,15,1,2,1,0,2,0,0,0,0,0,1,2,79.75,1111.85,1,2813
9647-ERGBE,37.474396,-120.875917,0,0,1,0,30,1,2,1,0,0,2,0,2,2,0,1,2,100.05,3046.15,1,4664
3428-XZMAZ,37.529656,-120.854357,1,0,0,0,1,1,0,1,0,0,0,0,0,0,0,1,2,69.35,69.35,1,5796
0378-TOVMS,37.609095,-121.263381,0,0,0,0,3,1,0,1,0,0,0,2,0,2,0,0,2,85.8,272.2,1,5641
4355-HBJHH,37.669516,-120.626964,1,0,1,0,67,1,2,0,2,0,2,0,2,2,2,1,2,79.7,5293.4,1,6289
9058-CBREO,37.421299,-120.599587,0,1,0,0,1,1,2,0,0,0,0,0,0,0,0,0,3,50.55,50.55,1,3357
0318-QUUOB,38.488431,-122.752839,1,0,1,0,1,1,0,1,0,0,0,0,2,0,0,1,2,80.55,80.55,1,4273
5520-FVEWJ,38.439696,-122.668817,0,0,1,0,12,1,2,1,0,2,2,0,0,0,0,1,2,84.5,916.9,1,4154
5572-ZDXHY,38.468893,-122.580539,0,0,0,0,22,1,0,1,0,2,0,0,0,2,0,1,3,84.3,1855.65,1,5313
3750-CKVKH,39.07116,-122.598542,1,0,0,0,2,1,0,1,0,0,0,0,0,0,0,1,2,67.75,116.65,1,2299
8063-GBATB,38.838088,-122.73203,0,1,0,0,27,1,2,1,0,0,0,0,0,2,0,1,2,85.25,2287.25,1,5172
4547-KQRTM,38.348884,-122.51699,0,0,0,0,10,1,2,1,0,2,0,0,0,0,0,1,0,80.05,830.7,1,3740
4877-EVATK,39.108252,-123.645121,1,0,0,0,1,1,0,2,1,1,1,1,1,1,0,0,3,20.0,20.0,1,3657
7639-SUPCW,38.368744,-122.522642,0,0,0,0,22,1,0,0,2,0,0,0,0,0,0,1,1,48.8,1054.6,1,2270
1069-XAIEM,39.305545,-123.743697,0,1,0,0,1,1,2,1,0,0,0,0,0,2,0,1,2,85.05,85.05,1,2975
4658-HCOHW,39.298065,-123.25211,0,0,1,0,21,1,0,1,0,2,2,2,2,2,0,1,2,102.8,2110.15,1,3123
3440-JPSCL,38.25485,-122.461799,0,0,0,0,6,1,0,1,0,0,2,2,2,2,0,1,3,99.95,547.65,1,3722
2889-FPWRM,40.965011,-124.015255,1,0,1,0,72,1,2,1,2,2,2,2,2,2,1,1,0,117.8,8684.8,1,4432
6987-XQSJT,40.94338,-123.831799,0,1,0,0,54,1,2,1,0,2,0,0,0,0,0,1,2,79.5,4370.25,1,5684
4290-BSXUX,40.726949,-124.217378,1,0,1,0,3,1,2,1,0,0,0,2,0,0,0,1,0,79.65,251.75,1,5036
0325-XBFAC,41.163637,-123.704841,1,0,0,0,8,1,0,1,0,0,2,0,2,2,0,1,2,94.7,740.3,1,5811
2462-XIIJB,40.210895,-123.86,1,0,0,0,5,1,2,1,0,0,2,0,2,0,0,1,2,92.5,452.7,1,2810
4760-XOHVN,40.267158,-123.805913,0,0,1,1,1,1,0,2,1,1,1,1,1,1,0,0,3,19.45,19.45,1,2865
7817-BOQPW,40.485849,-124.163234,0,0,0,0,2,1,2,1,0,0,0,0,0,0,0,1,2,75.55,166.3,1,4320
1853-UDXBW,40.809636,-124.189977,1,0,1,0,1,1,0,1,0,0,0,0,0,0,0,1,2,70.0,70.0,1,2485
5458-CQJTA,41.950683,-124.097094,1,0,1,0,65,1,0,0,2,0,0,2,2,2,2,1,0,74.8,4820.15,1,5207
5219-YIPTK,41.162295,-124.027381,0,0,1,0,33,1,2,1,0,2,2,0,2,2,0,1,2,104.4,3409.6,1,3185
3540-RZJYU,40.170357,-123.417298,0,0,0,0,15,1,0,1,2,0,0,0,2,0,0,0,2,86.2,1270.2,1,5829
2091-MJTFX,38.99003,-121.114408,0,0,1,1,30,0,1,0,0,0,0,2,2,2,0,0,1,51.2,1561.5,1,4568
0883-EIBTI,38.384648,-121.578701,0,0,0,0,2,1,0,2,1,1,1,1,1,1,0,0,3,19.5,31.55,1,2484
0722-TROQR,38.508735,-121.678813,0,1,0,0,4,1,2,1,0,0,0,0,0,0,0,1,2,74.9,321.75,1,2122
7571-YXDAD,38.544002,-121.685559,0,0,0,0,2,1,2,1,0,0,0,0,0,0,0,0,1,74.9,147.15,1,2078
3393-FMZPV,38.734997,-121.463719,0,0,0,0,25,1,2,1,0,2,0,0,2,2,0,1,2,100.25,2387.75,1,2195
6402-ZFPPI,38.652065,-121.25441,0,1,0,0,25,1,2,1,2,2,0,0,2,2,0,1,3,102.8,2660.2,1,4969
7486-KSRVI,38.672638,-121.147403,1,0,0,0,43,1,2,1,0,0,0,2,2,2,1,1,2,100.0,4211.55,1,4760
8443-WVPSS,38.274451,-121.259201,1,0,1,0,10,1,0,1,0,2,0,2,2,2,0,1,2,99.85,990.9,1,4243
3006-XIMLN,38.852544,-120.837669,0,0,0,0,2,1,2,1,0,0,0,0,2,2,0,1,0,94.2,193.8,1,5299
9965-YOKZB,38.636102,-120.522149,1,1,0,0,9,1,2,1,0,0,0,0,0,2,0,1,2,83.85,790.15,1,3723
0504-HHAPI,38.830739,-122.196202,0,1,0,0,27,1,2,1,0,0,2,0,0,2,0,0,1,88.3,2467.75,1,2420
6305-YLBMM,38.375325,-121.507935,1,0,0,0,69,1,0,1,0,2,2,2,2,2,1,1,0,104.05,7262.0,1,4254
3647-GMGDH,38.336216,-120.76901,1,0,1,0,22,1,0,1,0,0,2,0,2,2,0,1,1,94.7,1914.9,1,5615
3791-LGQCY,38.809175,-121.171375,0,1,1,0,56,1,2,1,0,0,2,0,2,2,0,1,0,100.65,5688.05,1,4803
8166-ZZTFS,38.736685,-121.251984,0,1,1,0,66,1,2,0,0,2,2,0,2,2,2,1,0,80.55,5265.1,1,4400
2956-GGUCQ,38.546999,-120.271114,1,1,1,0,24,1,2,1,2,0,0,0,0,0,0,1,2,78.85,1772.25,1,3079
6595-COKXZ,38.489273,-120.891614,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,3,44.45,44.45,1,4879
0362-ZBZWJ,38.157794,-121.520223,1,0,0,0,36,1,2,1,0,0,0,0,0,2,0,1,2,84.9,3067.2,1,2455
4211-MMAZN,38.419088,-122.024568,1,0,0,0,1,1,0,2,1,1,1,1,1,1,0,0,3,20.25,20.25,1,2959
4274-OWWYO,38.240419,-121.587535,1,0,0,0,1,1,0,1,0,2,0,0,0,0,0,1,2,74.35,74.35,1,5633
1541-ETJZO,39.043387,-121.409837,1,0,0,0,1,1,2,0,0,0,2,2,0,0,0,0,3,62.05,62.05,1,2937
4106-HADHQ,39.23754,-120.720196,1,0,1,0,39,1,0,0,2,0,2,2,2,2,1,0,1,80.0,3182.95,1,2704
2369-UAPKZ,39.003358,-121.022539,1,0,0,0,5,1,2,1,0,2,2,0,2,2,0,0,3,104.1,541.9,1,3131
2778-OCLGR,39.279068,-120.414275,1,1,1,0,24,0,1,0,2,0,0,0,0,2,0,0,0,39.1,971.3,1,4591
0637-KVDLV,38.35363,-121.44195,1,0,0,0,2,1,2,1,0,0,0,0,0,0,0,1,2,76.5,162.45,1,5944
6633-MPWBS,38.694081,-121.694431,1,0,0,0,5,1,0,0,0,0,0,2,0,0,0,1,2,49.2,216.9,1,4336
8785-EPNCG,38.608405,-121.449942,1,0,0,0,11,1,2,2,1,1,1,1,1,1,0,0,1,23.15,245.2,1,5671
5729-KLZAR,38.550722,-121.457314,0,0,1,0,4,1,0,1,0,0,0,0,0,2,0,0,2,80.85,302.75,1,2961
1582-RAFML,38.625096,-121.383658,1,0,0,0,1,1,2,0,0,2,0,2,0,0,0,0,3,60.1,60.1,1,5654
8740-CRYFY,38.475465,-121.443625,1,0,0,0,1,1,0,1,0,0,0,0,2,0,0,1,2,78.95,78.95,1,2038
2962-XPMCQ,38.486938,-121.395805,1,0,0,0,2,1,0,0,0,0,0,0,0,0,0,1,2,45.15,98.5,1,2699
1678-FYZOW,38.685069,-121.543709,0,0,0,0,3,1,0,1,0,0,0,0,2,0,0,1,2,79.4,244.65,1,2448
8627-EHGIP,38.646096,-121.442433,1,0,0,0,44,0,1,0,0,2,2,0,2,2,1,1,3,53.95,2375.4,1,3051
5480-TBGPH,38.687367,-121.34848,0,0,1,0,24,1,0,1,0,2,2,0,2,2,0,1,1,99.3,2431.35,1,4811
8854-CCVSQ,39.292334,-121.320597,1,0,0,0,18,1,2,1,0,2,0,0,0,0,0,1,2,80.65,1451.9,1,3788
0511-JTEOY,40.171312,-121.120605,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,3,71.1,71.1,1,5824
7067-KSAZT,39.681488,-121.83721,0,1,1,0,65,1,2,1,0,2,2,0,2,2,1,1,2,106.25,6979.8,1,5965
6532-YLWSI,40.080342,-120.957805,0,0,1,0,53,1,0,2,1,1,1,1,1,1,1,0,0,20.8,1021.8,1,4166
9300-AGZNL,39.53222,-122.594879,1,1,0,0,1,1,2,1,0,0,0,0,2,2,0,1,2,94.0,94.0,1,4176
1112-CUNAO,39.033058,-121.895718,0,1,0,0,15,1,2,1,0,2,0,0,0,2,0,0,2,89.85,1424.95,1,2668
5175-AOBHI,39.732767,-122.042298,0,0,0,0,4,1,0,0,0,0,0,0,0,0,0,1,3,46.0,193.6,1,5246
5174-RNGBH,39.258746,-121.77697,0,0,0,0,9,1,0,0,0,2,0,2,2,0,0,0,3,66.25,620.55,1,5515
7270-BDIOA,39.281194,-122.226568,0,0,0,0,22,1,2,1,0,0,0,2,2,0,0,1,2,90.0,1993.8,1,4739
9565-JSNFM,39.937017,-121.058043,1,0,0,0,38,1,0,1,0,0,0,0,0,0,1,1,0,70.45,2597.6,1,5437
0607-DAAHE,39.082568,-121.55325,1,0,0,0,53,1,0,2,1,1,1,1,1,1,2,0,0,19.75,1052.35,1,6265
9732-KPKBW,39.473896,-121.415927,1,0,0,0,1,1,0,0,2,0,0,2,0,0,0,1,2,53.95,53.95,1,2771
3389-YGYAI,39.424957,-122.039307,0,1,0,0,8,1,2,1,0,2,2,0,2,2,0,1,2,105.5,829.55,1,5546
9560-ARGQJ,39.971228,-121.041166,0,0,0,0,16,1,0,1,0,0,0,0,2,0,0,1,2,81.0,1312.15,1,2335
5134-IKDAY,40.022184,-121.062384,0,0,1,0,1,1,0,1,0,0,0,0,0,0,0,1,2,69.8,69.8,1,2123
3070-DVEYC,39.117537,-122.284654,1,1,0,0,7,1,2,1,0,0,0,0,0,0,0,0,3,73.75,545.15,1,5638
5707-ORNDZ,39.075694,-121.70606,1,1,0,0,9,1,2,0,2,0,0,0,0,0,0,0,2,54.55,494.05,1,4656
8696-JKZNU,40.448632,-122.306657,0,1,0,0,37,1,2,1,0,0,0,0,0,0,0,1,2,76.25,2841.55,1,5859
5380-AFSSK,40.722733,-122.109666,0,0,0,0,5,1,2,1,0,0,0,0,2,2,0,1,3,93.9,486.85,1,5435
2055-PDADH,41.096569,-121.879082,0,1,0,0,3,1,0,1,0,0,0,0,0,0,0,1,2,70.4,204.7,1,2491
8714-EUHJO,41.121108,-122.336613,0,0,1,0,31,1,2,1,0,2,0,0,0,2,0,1,2,91.15,2995.45,1,5219
3721-CNEYS,40.586588,-122.903677,0,0,0,0,2,1,0,1,0,0,0,0,0,0,0,1,2,70.95,137.95,1,5390
2568-OIADY,41.5837,-122.935922,0,0,1,0,37,1,2,1,0,0,2,0,2,2,0,1,2,99.5,3762.0,1,4233
1193-RTSLK,41.831901,-123.487478,0,0,0,0,38,1,0,1,2,2,2,0,0,0,0,1,1,83.9,3233.6,1,2157
2302-ANTDP,40.789799,-121.474529,0,1,1,0,48,1,2,1,2,2,2,2,2,2,0,0,2,117.45,5438.9,1,5915
5923-GXUOC,40.547857,-123.187265,1,0,0,0,10,1,0,1,2,2,2,0,2,2,0,1,2,104.4,1081.45,1,5035
5233-GEEAX,40.704293,-122.803899,1,1,0,0,8,0,1,0,0,0,2,0,0,0,0,1,2,29.4,221.9,1,5971
4432-ADRLB,41.759864,-122.379175,1,0,0,0,2,1,0,0,0,0,0,0,0,0,0,0,3,44.65,74.9,1,4655
8993-PHFWD,40.656287,-121.428965,0,0,0,0,3,0,1,0,0,0,0,0,0,0,0,0,2,25.25,58.9,1,2088
1565-RHDJD,40.582399,-122.195512,0,0,0,0,4,1,2,1,0,2,2,0,0,0,0,0,0,84.05,333.55,1,5552
7137-RYLPP,39.884395,-122.587513,1,1,1,0,37,1,2,1,0,0,0,0,2,0,0,1,2,85.7,3171.15,1,4712
3765-JXVKY,40.343213,-121.815412,0,0,0,0,1,1,0,1,0,2,0,0,0,0,0,1,2,74.7,74.7,1,4692
7330-WZLNC,40.186772,-122.388361,0,0,0,0,5,1,2,1,0,2,0,0,2,0,0,1,2,90.8,455.5,1,5090
3957-LXOLK,40.497441,-121.827524,0,1,0,0,28,1,2,1,0,2,2,0,2,2,0,1,2,106.15,3152.5,1,5030
6635-MYYYZ,41.081847,-122.700545,0,0,0,0,30,1,0,0,2,2,2,2,2,2,1,0,0,85.35,2530.4,1,2313
5281-BUZGT,40.759401,-122.939337,1,1,0,0,36,1,2,1,2,0,0,0,2,0,0,1,2,90.85,3186.7,1,5692
5378-IKEEG,41.280341,-120.150381,0,0,0,0,1,0,1,0,0,0,0,0,2,0,0,1,2,35.75,35.75,1,3351
2718-GAXQD,41.729079,-120.225025,0,1,1,1,4,1,0,0,0,0,0,0,0,0,0,0,2,46.0,181.6,1,4797
6413-XKKPU,39.600599,-120.636358,1,0,1,0,17,1,0,1,2,0,2,0,2,0,0,1,2,89.4,1539.45,1,2544
1449-XQEMT,40.559177,-120.612113,1,0,0,0,3,1,0,2,1,1,1,1,1,1,0,1,3,19.8,58.15,1,4323
2626-URJFX,41.027281,-120.669427,1,0,1,1,4,1,2,0,0,0,0,0,0,0,0,1,2,50.9,225.6,1,5691
2612-RRIDN,40.271535,-121.018087,1,0,0,0,4,1,0,1,0,0,0,0,2,0,0,1,2,81.0,340.85,1,3591
4735-ASGMA,39.227434,-120.091806,1,0,0,0,26,1,2,1,0,0,2,0,2,2,0,1,2,98.35,2515.3,1,4997
3669-LVWZB,39.061227,-120.179546,1,0,0,0,5,0,1,0,0,2,0,0,2,2,0,1,3,51.0,305.95,1,4630
6892-EZDTG,39.246654,-120.029273,0,0,1,0,4,1,2,1,0,2,0,0,2,0,0,1,2,91.65,365.4,1,2140
9725-SCPZG,38.911577,-120.106169,1,0,0,0,1,1,0,1,0,0,0,0,2,2,0,1,2,90.85,90.85,1,5086
5884-GCYMI,39.342498,-120.247127,1,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,3,69.4,69.4,1,2847
3217-FZDMN,33.973616,-118.24902,0,1,0,0,8,1,0,1,0,0,2,0,2,2,0,1,1,94.45,742.95,1,3676
7853-GVUDZ,34.076259,-118.310715,0,0,1,1,1,1,0,2,1,1,1,1,1,1,0,1,1,20.15,20.15,1,4277
7480-QNVZJ,34.059281,-118.30742,1,1,0,0,50,1,2,1,0,0,0,0,2,2,0,1,2,95.7,4816.7,1,4287
3943-KDREE,34.062125,-118.315709,0,0,0,0,26,1,2,1,0,0,0,0,0,0,0,1,0,74.95,1834.95,1,2934
9239-ZBZZV,34.00709,-118.258681,0,0,0,0,6,0,1,0,0,0,2,0,2,2,0,1,2,47.95,305.1,1,2240
4398-HSCJH,34.044639,-118.240413,0,0,0,0,3,1,2,0,0,0,0,2,2,0,0,1,2,63.6,155.65,1,3155
4430-UZIPO,34.066367,-118.309868,1,0,0,0,3,0,1,0,0,2,0,2,0,0,0,1,3,36.85,108.7,1,5825
4855-SNKMY,34.066303,-118.435479,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,2,44.1,44.1,1,5955
